   5.0000000e-01	   3.0885603e+01	
   1.0000000e+00	   3.2112690e+01	
   1.5000000e+00	   3.3335185e+01	
   2.0000000e+00	   3.4548728e+01	
   2.5000000e+00	   3.5749264e+01	
   3.0000000e+00	   3.6933096e+01	
   3.5000000e+00	   3.8096931e+01	
   4.0000000e+00	   3.9237912e+01	
   4.5000000e+00	   4.0353635e+01	
   5.0000000e+00	   4.1442141e+01	
   5.5000000e+00	   4.2501892e+01	
   6.0000000e+00	   4.3531731e+01	
   6.5000000e+00	   4.4530824e+01	
   7.0000000e+00	   4.5498595e+01	
   7.5000000e+00	   4.6434669e+01	
   8.0000000e+00	   4.7338803e+01	
   8.5000000e+00	   4.8210845e+01	
   9.0000000e+00	   4.9050686e+01	
   9.5000000e+00	   4.9858233e+01	
   1.0000000e+01	   5.0633392e+01	
   1.0500000e+01	   5.1376053e+01	
   1.1000000e+01	   5.2086089e+01	
   1.1500000e+01	   5.2763354e+01	
   1.2000000e+01	   5.3407689e+01	
   1.2500000e+01	   5.4018926e+01	
   1.3000000e+01	   5.4596897e+01	
   1.3500000e+01	   5.5141436e+01	
   1.4000000e+01	   5.5652390e+01	
   1.4500000e+01	   5.6129622e+01	
   1.5000000e+01	   5.6573018e+01	
   1.5500000e+01	   5.6982491e+01	
   1.6000000e+01	   5.7357983e+01	
   1.6500000e+01	   5.7699469e+01	
   1.7000000e+01	   5.8006959e+01	
   1.7500000e+01	   5.8280499e+01	
   1.8000000e+01	   5.8520172e+01	
   1.8500000e+01	   5.8726099e+01	
   1.9000000e+01	   5.8898437e+01	
   1.9500000e+01	   5.9037381e+01	
   2.0000000e+01	   5.9143160e+01	
   2.0500000e+01	   5.9216040e+01	
   2.1000000e+01	   5.9256322e+01	
   2.1500000e+01	   5.9264337e+01	
   2.2000000e+01	   5.9240450e+01	
   2.2500000e+01	   5.9185054e+01	
   2.3000000e+01	   5.9098572e+01	
   2.3500000e+01	   5.8981453e+01	
   2.4000000e+01	   5.8834173e+01	
   2.4500000e+01	   5.8657230e+01	
   2.5000000e+01	   5.8451145e+01	
   2.5500000e+01	   5.8216460e+01	
   2.6000000e+01	   5.7953736e+01	
   2.6500000e+01	   5.7663552e+01	
   2.7000000e+01	   5.7346504e+01	
   2.7500000e+01	   5.7003203e+01	
   2.8000000e+01	   5.6634271e+01	
   2.8500000e+01	   5.6240346e+01	
   2.9000000e+01	   5.5822075e+01	
   2.9500000e+01	   5.5380115e+01	
   3.0000000e+01	   5.4915132e+01	
   3.0500000e+01	   5.4427800e+01	
   3.1000000e+01	   5.3918799e+01	
   3.1500000e+01	   5.3388814e+01	
   3.2000000e+01	   5.2838535e+01	
   3.2500000e+01	   5.2268657e+01	
   3.3000000e+01	   5.1679876e+01	
   3.3500000e+01	   5.1072891e+01	
   3.4000000e+01	   5.0448402e+01	
   3.4500000e+01	   4.9807109e+01	
   3.5000000e+01	   4.9149714e+01	
   3.5500000e+01	   4.8476917e+01	
   3.6000000e+01	   4.7789416e+01	
   3.6500000e+01	   4.7087909e+01	
   3.7000000e+01	   4.6373091e+01	
   3.7500000e+01	   4.5645656e+01	
   3.8000000e+01	   4.4906293e+01	
   3.8500000e+01	   4.4155688e+01	
   3.9000000e+01	   4.3394526e+01	
   3.9500000e+01	   4.2623486e+01	
   4.0000000e+01	   4.1843243e+01	
   4.0500000e+01	   4.1054470e+01	
   4.1000000e+01	   4.0257833e+01	
   4.1500000e+01	   3.9453996e+01	
   4.2000000e+01	   3.8643617e+01	
   4.2500000e+01	   3.7827350e+01	
   4.3000000e+01	   3.7005845e+01	
   4.3500000e+01	   3.6179747e+01	
   4.4000000e+01	   3.5349696e+01	
   4.4500000e+01	   3.4516329e+01	
   4.5000000e+01	   3.3680276e+01	
   4.5500000e+01	   3.2842165e+01	
   4.6000000e+01	   3.2002619e+01	
   4.6500000e+01	   3.1162256e+01	
   4.7000000e+01	   3.0321692e+01	
   4.7500000e+01	   2.9481537e+01	
   4.8000000e+01	   2.8642397e+01	
   4.8500000e+01	   2.7804877e+01	
   4.9000000e+01	   2.6969576e+01	
   4.9500000e+01	   2.6137091e+01	
   5.0000000e+01	   2.5308014e+01	
   5.0500000e+01	   2.4482937e+01	
   5.1000000e+01	   2.3662446e+01	
   5.1500000e+01	   2.2847127e+01	
   5.2000000e+01	   2.2037562e+01	
   5.2500000e+01	   2.1234331e+01	
   5.3000000e+01	   2.0438011e+01	
   5.3500000e+01	   1.9649179e+01	
   5.4000000e+01	   1.8868408e+01	
   5.4500000e+01	   1.8096270e+01	
   5.5000000e+01	   1.7333337e+01	
   5.5500000e+01	   1.6580176e+01	
   5.6000000e+01	   1.5837355e+01	
   5.6500000e+01	   1.5105441e+01	
   5.7000000e+01	   1.4384998e+01	
   5.7500000e+01	   1.3676591e+01	
   5.8000000e+01	   1.2980782e+01	
   5.8500000e+01	   1.2298131e+01	
   5.9000000e+01	   1.1629200e+01	
   5.9500000e+01	   1.0974548e+01	
   6.0000000e+01	   1.0334732e+01	
   6.0500000e+01	   9.7103079e+00	
   6.1000000e+01	   9.1018319e+00	
   6.1500000e+01	   8.5098568e+00	
   6.2000000e+01	   7.9349343e+00	
   6.2500000e+01	   7.3776143e+00	
   6.3000000e+01	   6.8384441e+00	
   6.3500000e+01	   6.3179689e+00	
   6.4000000e+01	   5.8167312e+00	
   6.4500000e+01	   5.3352700e+00	
   6.5000000e+01	   4.8741214e+00	
   6.5500000e+01	   4.4338174e+00	
   6.6000000e+01	   4.0148854e+00	
   6.6500000e+01	   3.6178486e+00	
   6.7000000e+01	   3.2432243e+00	
   6.7500000e+01	   2.8915242e+00	
   6.8000000e+01	   2.5632532e+00	
   6.8500000e+01	   2.2589093e+00	
   6.9000000e+01	   1.9789822e+00	
   6.9500000e+01	   1.7239532e+00	
   7.0000000e+01	   1.4942938e+00	
   7.0500000e+01	   1.2904653e+00	
   7.1000000e+01	   1.1129177e+00	
   7.1500000e+01	   9.6208865e-01	
   7.2000000e+01	   8.3840263e-01	
   7.2500000e+01	   7.4226976e-01	
   7.3000000e+01	   6.7408479e-01	
   7.3500000e+01	   6.3422587e-01	
   7.4000000e+01	   6.2305340e-01	
   7.4500000e+01	   6.4090882e-01	
   7.5000000e+01	   6.8811323e-01	
   7.5500000e+01	   7.6496615e-01	
   7.6000000e+01	   8.7174411e-01	
   7.6500000e+01	   1.0086993e+00	
   7.7000000e+01	   1.1760579e+00	
   7.7500000e+01	   1.3740190e+00	
   7.8000000e+01	   1.6027527e+00	
   7.8500000e+01	   1.8623989e+00	
   7.9000000e+01	   2.1530653e+00	
   7.9500000e+01	   2.4748264e+00	
   8.0000000e+01	   2.8277214e+00	
   8.0500000e+01	   3.2117529e+00	
   8.1000000e+01	   3.6268849e+00	
   8.1500000e+01	   4.0730419e+00	
   8.2000000e+01	   4.5501064e+00	
   8.2500000e+01	   5.0579179e+00	
   8.3000000e+01	   5.5962713e+00	
   8.3500000e+01	   6.1649148e+00	
   8.4000000e+01	   6.7635492e+00	
   8.4500000e+01	   7.3918256e+00	
   8.5000000e+01	   8.0493445e+00	
   8.5500000e+01	   8.7356541e+00	
   8.6000000e+01	   9.4502494e+00	
   8.6500000e+01	   1.0192570e+01	
   8.7000000e+01	   1.0962001e+01	
   8.7500000e+01	   1.1757868e+01	
   8.8000000e+01	   1.2579441e+01	
   8.8500000e+01	   1.3425930e+01	
   8.9000000e+01	   1.4296485e+01	
   8.9500000e+01	   1.5190197e+01	
   9.0000000e+01	   1.6106096e+01	
   9.0500000e+01	   1.7043148e+01	
   9.1000000e+01	   1.8000263e+01	
   9.1500000e+01	   1.8976284e+01	
   9.2000000e+01	   1.9969998e+01	
   9.2500000e+01	   2.0980127e+01	
   9.3000000e+01	   2.2005335e+01	
   9.3500000e+01	   2.3044226e+01	
   9.4000000e+01	   2.4095345e+01	
   9.4500000e+01	   2.5157180e+01	
   9.5000000e+01	   2.6228162e+01	
   9.5500000e+01	   2.7306669e+01	
   9.6000000e+01	   2.8391026e+01	
   9.6500000e+01	   2.9479506e+01	
   9.7000000e+01	   3.0570335e+01	
   9.7500000e+01	   3.1661695e+01	
   9.8000000e+01	   3.2751723e+01	
   9.8500000e+01	   3.3838517e+01	
   9.9000000e+01	   3.4920139e+01	
   9.9500000e+01	   3.5994619e+01	
   1.0000000e+02	   3.7059957e+01	
   1.0050000e+02	   3.8114129e+01	
   1.0100000e+02	   3.9155091e+01	
   1.0150000e+02	   4.0180783e+01	
   1.0200000e+02	   4.1189134e+01	
   1.0250000e+02	   4.2178066e+01	
   1.0300000e+02	   4.3145502e+01	
   1.0350000e+02	   4.4089370e+01	
   1.0400000e+02	   4.5007605e+01	
   1.0450000e+02	   4.5898163e+01	
   1.0500000e+02	   4.6759018e+01	
   1.0550000e+02	   4.7588174e+01	
   1.0600000e+02	   4.8383669e+01	
   1.0650000e+02	   4.9143580e+01	
   1.0700000e+02	   4.9866033e+01	
   1.0750000e+02	   5.0549205e+01	
   1.0800000e+02	   5.1191335e+01	
   1.0850000e+02	   5.1790725e+01	
   1.0900000e+02	   5.2345752e+01	
   1.0950000e+02	   5.2854869e+01	
   1.1000000e+02	   5.3316614e+01	
   1.1050000e+02	   5.3729619e+01	
   1.1100000e+02	   5.4092608e+01	
   1.1150000e+02	   5.4404411e+01	
   1.1200000e+02	   5.4663964e+01	
   1.1250000e+02	   5.4870317e+01	
   1.1300000e+02	   5.5022639e+01	
   1.1350000e+02	   5.5120222e+01	
   1.1400000e+02	   5.5162484e+01	
   1.1450000e+02	   5.5148977e+01	
   1.1500000e+02	   5.5079387e+01	
   1.1550000e+02	   5.4953539e+01	
   1.1600000e+02	   5.4771401e+01	
   1.1650000e+02	   5.4533083e+01	
   1.1700000e+02	   5.4238843e+01	
   1.1750000e+02	   5.3889085e+01	
   1.1800000e+02	   5.3484363e+01	
   1.1850000e+02	   5.3025380e+01	
   1.1900000e+02	   5.2512988e+01	
   1.1950000e+02	   5.1948187e+01	
   1.2000000e+02	   5.1332124e+01	
   1.2050000e+02	   5.0666094e+01	
   1.2100000e+02	   4.9951534e+01	
   1.2150000e+02	   4.9190020e+01	
   1.2200000e+02	   4.8383268e+01	
   1.2250000e+02	   4.7533126e+01	
   1.2300000e+02	   4.6641571e+01	
   1.2350000e+02	   4.5710705e+01	
   1.2400000e+02	   4.4742746e+01	
   1.2450000e+02	   4.3740029e+01	
   1.2500000e+02	   4.2704990e+01	
   1.2550000e+02	   4.1640167e+01	
   1.2600000e+02	   4.0548190e+01	
   1.2650000e+02	   3.9431772e+01	
   1.2700000e+02	   3.8293702e+01	
   1.2750000e+02	   3.7136838e+01	
   1.2800000e+02	   3.5964096e+01	
   1.2850000e+02	   3.4778443e+01	
   1.2900000e+02	   3.3582883e+01	
   1.2950000e+02	   3.2380457e+01	
   1.3000000e+02	   3.1174223e+01	
   1.3050000e+02	   2.9967254e+01	
   1.3100000e+02	   2.8762624e+01	
   1.3150000e+02	   2.7563401e+01	
